#,Img,Artist,,,
1,https://www.mercy.net/sites/default/files/vendor-resources/parks-1.jpg,Gordon Parks,,,
2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Lois_Jones%2C_artist_and_teacher_-_NARA_-_559227.jpg/220px-Lois_Jones%2C_artist_and_teacher_-_NARA_-_559227.jpg,Lois Mailou Jones,,,
3,http://www.thesaudavoice.com/photos/uncategorized/2008/08/31/lorna_simpson.jpg,Lorna Simpson,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
